Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Group
একজন মুসলিম এবং ইসলামের অনুসারী হিসেবে আমি আমার খ্রিস্টান ভাই ও বোনদের প্রতি আমার ভালোবাসা ও সম্মান প্রদর্শন করছি,2,2,2,2,1
"ঈশ্বর বলেছেন, ""আমার গীর্জাগুলোকে জাগিয়ে দাও""",2,2,2,1,2
আমি একজন ক্যাথলিক খ্রিস্টান হয়েছি যেহেতু আমি একটি শিশু ছিলাম এবং আমি প্রতি শনিবার বা রবিবার ক্যাথলিক গির্জায় উপস্থিত হতাম এবং একবারও খ্রিস্টান ধর্ম আমার কোন ক্ষতি করেনি,2,1,2,2,1
এত চমৎকার ডকুমেন্টারি!!! এটি খ্রিস্টধর্মের প্রারম্ভিক দিনগুলিকে জীবনে এনেছে,2,2,2,2,1
আমরা সনাতনীরা যেকোন বিশ্বাসকে মেনে নিতে অনেক নমনীয়,2,2,2,2,1
"আমি হিন্দু হওয়ার জন্য কৃতজ্ঞ..... সবাই সুখী হোক, সবাই সুস্থ থাকুক",2,2,2,2,1
"এটি উভয়ই কারণ এটি হিন্দুদের জীবনধারা, চিন্তাভাবনা, আচরণ, কর্ম, উদ্দেশ্য ইত্যাদিকে প্রভাবিত করে এইভাবে এটি জীবনযাত্রার উপায়",2,2,2,2,1
প্রতিটি ধর্ম প্রতিটি ধর্মীয় গোষ্ঠীর জন্য একটি জীবন ব্যবস্থা। প্রতিটি সম্প্রদায় তাদের ধর্মীয় সংস্কৃতিকে প্রতিফলিত করে।,2,2,2,2,2
বেদ - বিশ্বের প্রাচীনতম টিকে থাকা ধর্মীয় সাহিত্যগুলির মধ্যে কয়েকটি,2,1,2,2,2
আমি সত্যিই হিন্দু ধর্মের প্রশংসা করি কারণ এতে অনেক বিষয়ে অনেক সত্য রয়েছে,2,2,2,2,1
"সমগ্র বিশ্বের সবচেয়ে আকর্ষণীয়, যৌক্তিক, এবং দয়ালু ধর্ম - আমার মতে হিন্দু ধর্ম",2,2,2,2,1
বেদ ও পুরাণ তাদের লিখিত গ্রন্থের চেয়ে অনেক প্রাচীন। এটি ঋষিদের দ্বারা মুখস্থ ছিল।,2,1,2,2,2
"একজন খ্রিস্টান হওয়া সত্ত্বেও হিন্দু ধর্মের প্রতি আমার গভীর আগ্রহ, ভালোবাসা এবং অনুরাগ ছিল",2,2,2,2,1
"পারফেক্ট স্যার, আপনি আমাদের হিনুনিজম ধর্মকে সবচেয়ে ভালোভাবে সংজ্ঞায়িত করেছেন",2,2,2,2,2
"হ্যাঁ, সহিষ্ণুতার মাত্রা ভালো এবং হিন্দুধর্ম অন্যান্য ধর্মকে উপলব্ধি করে",2,2,2,2,1
ভাল ব্যাখ্যা. হিন্দু ধর্ম হল জীবন বিধান।,2,2,2,2,1
হিন্দুধর্ম প্রাচীনতম এবং শান্তিপূর্ণ ধর্ম। গর্ব করে বলি আমি হিন্দু।,2,2,2,2,1
বহু জন্মে মেধা থাকলে ভারতভূমি পা,2,2,1,2,2
বেদের জন্য ভারতকে ধন্যবাদ। বিশ্ব আপনার উপহারের জন্য কৃতজ্ঞ!,2,1,2,2,2
ভগবান নারায়ণের প্রতিটি অবতারই আশ্চর্যজনক,2,2,2,1,2
মহাভারত সত্যিই একটি আশ্চর্যজনক গল্প।,2,1,2,2,2
"হিন্দু আধ্যাত্মিক চিন্তার লক্ষ্য মানুষের কার্যকারিতাকে উন্নত করা, যা মানুষের উন্নতির প্রচারের ইতিবাচক মনোবিজ্ঞানের লক্ষ্যের সাথে অনুরণিত হয়",2,2,2,2,1
কৃষ্ণ ছিলেন একজন মহান যোদ্ধা ও যোদ্ধা এবং সেই সাথে দ্বাপর যুগে ভগবান বিষ্ণুর সবচেয়ে শক্তিশালী অবতার।,2,2,2,1,2
মহাভারত প্রাচীন ভারতের দুটি প্রধান সংস্কৃত মহাকাব্যের একটি,2,1,2,2,2
"জাতি, বর্ণ বা ধর্ম নির্বিশেষে প্রত্যেক শিশুরই মহাভারত পড়া উচিত",2,1,2,2,2
স্যার আপনি খাঁটি প্রতিভা যা আমাদের আধ্যাত্মিকতার দিকে ঝুঁকছে,2,2,2,2,2
"ভগবান হরি কৃষ্ণ একজন খুব ভালো শিক্ষক, একজন বন্ধু এবং ক্রিস্টোসের আত্মার অভিব্যক্তি",2,2,2,1,2
"ভগবান শ্রীকৃষ্ণ আমাকে আধ্যাত্মিক চেতনা এবং ""আমি"" বোঝার বিষয়ে শিক্ষা দিতেন।",2,2,2,1,2
ভগবদ্গীতা হল জড় জগতের সমস্ত সমস্যার উত্তর।,2,1,2,2,2
"অমর ভগবদ গীতা মহাভারতে লিপিবদ্ধ আছে, সূর্য সুপারনোভা না যাওয়া পর্যন্ত এই গ্রহের অন্য কোনও ধর্মগ্রন্থের সাথে মিলিত হতে পারে না",2,1,2,2,2
"একজন মুসলিম ব্যক্তি হিসাবে, আমি হিন্দু ধর্মকে আসলে বেশ আকর্ষণীয় মনে করি",2,2,2,2,1
স্বামী বিবেকানন্দ এমন একজন ব্যক্তি যিনি হিন্দু ধর্ম নিয়ে প্রচুর প্রশ্ন করতেন,1,2,2,2,1
কৃষ্ণের মামা কংস সমাজের প্রতীক যা আপনার জন্মের সাথে সাথে আপনার মনকে কন্ডিশন করতে শুরু করে,1,2,2,2,2
হিন্দুধর্ম বিশ্বের প্রাচীনতম ধর্মগুলির মধ্যে একটি,2,2,2,2,1
আমি একজন খ্রিস্টান কিন্তু আমি সবসময় হিন্দু ধর্মের প্রতি মুগ্ধ,2,2,2,2,1
কৃষ্ণ অবতার নন। তিনি স্বয়ং ভগবানের সর্বোচ্চ ব্যক্তিত্ব,2,2,2,1,2
শ্রীকৃষ্ণ সবচেয়ে বুদ্ধিমান রাজনীতিবিদ,2,2,2,1,2
"কৃষ্ণ শুধু ভগবান নন, তিনি মানবতার সবচেয়ে বড় নেতা।",2,2,2,1,2
"হিন্দুধর্ম শুধুমাত্র একটি ধর্ম নয়, সংখ্যাগরিষ্ঠ ভারতীয়দের অবিচ্ছেদ্য পরিচয়ও",2,2,1,2,1
হিন্দুধর্ম তৃতীয় বৃহত্তম ধর্ম,2,2,2,2,1
"হিন্দুধর্ম আজও টিকে আছে তার জটিলতা, নমনীয়তা এবং কারো উপর কিছু চাপিয়ে না দেওয়ার প্রকৃতির কারণে।",2,2,2,2,1
হিন্দুরা সমস্ত জীবন্ত প্রাণীকে শ্রদ্ধা করে এবং গরুকে একটি পবিত্র প্রাণী বলে মনে করে।,2,2,2,2,1
হিন্দুধর্ম জ্ঞানের উত্সে সমৃদ্ধ এবং প্রাচীন ধর্মীয় লেখাগুলির একটি বিস্তৃত সংগ্রহ অন্তর্ভুক্ত করে,2,2,2,2,1
উদারতা - এটি খ্রিস্টান মূল্যের মূল,2,2,2,2,1
"খ্রিস্টধর্ম আমাকে আশা দেয় যখন জিনিসগুলি আমার প্রত্যাশা অনুযায়ী কাজ করে না,",2,2,2,2,1
খ্রিস্টধর্ম আমার সংগ্রাম এবং ভাঙ্গা অনুভূতি বোঝায়,2,2,2,2,1
"বৌদ্ধধর্ম অনুশীলন আধুনিক সময়ে উল্লেখযোগ্য সুবিধা নিয়ে আসতে পারে,",2,2,2,2,1
আমরা খুব ভালো করেই জানি যে ফিলিস্তিনিদের স্বাধীনতা ছাড়া আমাদের স্বাধীনতা অসম্পূর্ণ,2,2,1,2,2
"একজন খ্রিস্টান হিসাবে, আমি হিন্দু এবং মুসলমানদের কাছ থেকে খুব সুন্দর মন্তব্য পড়ে খুব খুশি",2,2,2,2,1
বৃদ্ধ লোকটি কেবল তার বিশ্বাস জোর করার চেষ্টা করছিল যখন ছোট খ্রিস্টান লোকটি খোলা মনের ছিল,2,2,2,2,1
পিটার হাস্যকরভাবে শ্রদ্ধাশীল ছিল আমি একজন নাস্তিক কিন্তু তিনি সবচেয়ে ভালো ধরনের খ্রিস্টান,2,2,2,2,1
বেগুনি পরা নাস্তিক মহিলা এবং এশিয়ান খ্রিস্টান লোক এখানে সবচেয়ে খোলামেলা এবং সহনশীল,2,2,1,2,1
"ঈশ্বর আমার রাজা, এবং যীশু আমার ত্রাণকর্তা",2,2,2,1,2
আমি যীশু ছাড়া কিছুই না,2,2,2,1,2
ধন্যবাদ প্রভু যীশু খ্রীষ্ট,2,2,2,1,2
যীশু আমাকে সুস্থ করেছেন এবং হ্যাঁ তিনি অলৌকিক কাজ করেন প্রভু আমার ত্রাণকর্তাকে ধন্যবাদ,2,2,2,1,2
আমি একজন খ্রিস্টান এবং আমি যীশুর উপর অনেক বেশি বিশ্বাস করি আমি ঈশ্বরে বিশ্বাস করি কারণ আজ আমি যা তার কারণেই প্রভু আমাকে কখনও ত্যাগ করবেন না আপনি যা চান এবং প্রার্থনা করেন তা তখনই ঘটবে যখন আপনি ঈশ্বরের প্রতি বিশ্বাস ও বিশ্বাস রাখেন,2,2,2,1,1
আমি একজন হিন্দু এবং আমি যীশুকে খুব ভালোবাসি,2,2,2,1,1
আমি যখন ছোট ছিলাম তখন আমাকে খ্রিস্টান হতে শেখানো হয়েছিল কিন্তু পরবর্তী জীবনে আমি ভগবদ গীতা পড়েছিলাম এবং এটি আমার জীবনকে বদলে দেয়,2,1,2,2,1
"শ্রীকৃষ্ণ ধর্ম, কর্ম, সনাতন ধর্মের বিভিন্ন কারণ ব্যাখ্যা করেছেন",2,2,2,1,1
কুরআন সবসময় আমাকে অবাক করে,2,1,2,2,2
আমি জন্মগতভাবে বৌদ্ধ কিন্তু আমি আমার প্রতিবেশীদের সাথে গির্জায় গিয়ে বড় হয়েছি এবং গির্জাই প্রথম যেখানে আমি গান গাইতে শুরু করি এবং পরে এটি আমার আবেগ হয়ে ওঠে,2,2,2,2,1
রবার্ট সভোদা ধর্মীয় এবং আধ্যাত্মিক শব্দে সত্যিই প্রতিভাবান। একটি বিরলতা,1,2,2,2,1
"আমাদের পূর্বপুরুষরা খ্রিস্টান ধর্মে দীক্ষিত হয়েছিলেন, তবে আমরা আবার সনাতন ধর্ম গ্রহণ করেছি",2,2,2,2,1
"যীশু যা, অন্য কেউ তা হতে পারে না",2,2,2,1,2
যীশুকে ভগবান কৃষ্ণের মতো একই জায়গায় রাখা সবাইকে খুশি রাখার চেষ্টা করার মতো। কারণ ভগবান কৃষ্ণের শিক্ষা খ্রিস্টধর্মের তুলনায় ব্যাপকভাবে পরিবর্তিত হয়।,2,2,2,1,2
হিন্দুরা বলে কৃষ্ণ হলেন ঈশ্বর এবং তিনি শ্রেষ্ঠ।,2,2,2,1,1
ফিলিস্তিন তাদের অধিকারের জন্য লড়াই করছে,2,2,1,2,2
যীশু আমাদের সঠিক পথ দেখিয়েছেন,2,2,2,1,2
ইসরায়েল একটি ইহুদি দেশ,2,2,1,2,1
ইসরায়েল সংখ্যাগরিষ্ঠ ইহুদি,2,2,1,2,1
ইহুদিদের পবিত্র গ্রন্থ তোরাহ,2,1,2,2,1
ভারতের দ্বিতীয় প্রধান ধর্ম হল ইসলাম,2,2,1,2,1
বাংলাদেশ একটি মুসলিম দেশ,2,2,1,2,1
হিন্দুধর্ম ভারতের প্রধান ধর্ম,2,2,1,2,1
"হিন্দু হওয়ার গর্ব, ভাষায় বর্ণনা করা অসম্ভব",2,2,2,2,1
ইসরায়েল প্যালেস্টাইন যুদ্ধ একটি ধর্মীয় যুদ্ধে পরিণত হয়েছে,2,2,1,2,1
কোনো ধর্মেই গণহত্যা জায়েজ নয়,2,1,2,2,2
পন্ডিত জয়দেব আচার্যের পূজার ভিডিওটি আপনার দ্বারা সম্পাদনা করা হয়েছে যা খুব সুন্দর।,2,1,2,2,2
হিন্দুধর্ম দুই ধরনের দর্শন নিয়ে গঠিত,2,2,2,2,1
হিন্দু ধর্ম নিয়ে আপনার বিচার চমৎকার,2,2,2,2,1
"গৌতম বুদ্ধ মূলত ""সিদ্ধার্থ গৌতম"" একজন রাজা ছিলেন",2,2,2,1,2
মহাভারত এবং রামায়ণে প্রতিটি শব্দের গভীর অর্থ রয়েছে,2,1,2,2,2
মহাভারত রামায়ণ পড়ার পর আমার জীবনের অনেক কিছুই ঘুরে ফিরে এসেছে,2,1,2,2,2
"হিন্দু দেহ মন, হিন্দু জীবন, প্রতিটি তন্তুতে হিন্দু, আমার পরিচয়",2,2,2,2,1
আমি মূলত ভারত থেকে আমেরিকায় বসবাস করছি আমি ভারতীয় সংস্কৃতি এবং হিন্দু ধর্মকে ভালোবাসি,2,2,1,2,1
আমি গর্বিত এবং এমনকি ঈশ্বরের কাছে কৃতজ্ঞ যে আমি হিন্দু ধর্মে জন্মগ্রহণ করেছি,2,2,2,1,1
সনাতন হিন্দু ধর্ম পৃথিবীর প্রাচীনতম সভ্যতা এবং একমাত্র ধর্ম যা প্রকৃতি দ্বারা সৃষ্ট।,2,2,2,2,1
হিন্দুধর্ম হল একটি জীবন পদ্ধতি যা কোনো ধরনের কঠোর আদর্শ নয় যা কোনো ধরনের স্বাধীনতাকে বয়কট করে। সুন্দর ভিডিও।,2,2,2,2,1
"আমি একজন থেরবাদ বৌদ্ধ, আমি হিন্দু ধর্ম, গীতা, মহাভারত এবং রামায়ণ অধ্যয়ন করছি। তাই উত্থান, প্রেমময়, চোখ খোলা, শান্তিপূর্ণ। কৃষ্ণ আমার হৃদয়ে আছেন",2,2,2,1,1
বেশিরভাগ ধর্ম অধ্যয়ন করার পর আমি এই সিদ্ধান্তে উপনীত হয়েছি যে বৌদ্ধধর্ম আমার জন্য সর্বোত্তম কারণ এটি কতটা বৈজ্ঞানিক।,2,2,2,2,1
বৌদ্ধ এবং হিন্দু ধর্মের মধ্যে পার্থক্যের চেয়ে অনেক বেশি মিল রয়েছে।,2,2,2,2,1
এই সন্ন্যাসী ধারণাগুলি ব্যাখ্যা করতে এবং সেগুলিকে সংস্কৃতি এবং আধ্যাত্মিক ঐতিহ্যের সাথে সম্পর্কিত করতে দুর্দান্ত,2,2,2,2,2
"বুদ্ধ কপিলা মুনির কাছ থেকে সাংখ্য দর্শন অধ্যয়ন করেছিলেন, একটি প্রাচীন ভারতীয় দর্শনের স্কুল যা মূলত উপনিষদের সনাতন দর্শনের শিক্ষা।",2,2,1,1,1
বৌদ্ধধর্ম সত্যিই একটি সুন্দর ধর্ম এটি সত্যিই গীতায় যা উল্লেখ করা হয়েছে তার সাথে মিলে যায় আমার সমস্ত বৌদ্ধ ভাইদের এবং আমাদের তিব্বতীয় জনগণকেও ধন্যবাদ,2,2,1,2,1
আমাদের বেদ ও উপনিষদে বর্ণিত হিন্দু ধর্মের মূল উদ্দেশ্য হল আত্মার মুক্তি এবং মানুষের কল্যাণ।,2,2,2,2,1
বৌদ্ধধর্ম একটি জীবনধারা,2,2,2,2,1
আমরা অধ্যয়ন করতাম কীভাবে গৌতম বুদ্ধ দুঃখের সমাধানের সন্ধানে তাঁর রাজ্য ত্যাগ করেছিলেন এবং কীভাবে তিনি তা খুঁজে পেয়েছিলেন।,2,2,2,1,2
ভারত সম্প্রতি কিছু হিন্দু ও মুসলিম সংঘাতের সম্মুখীন হয়েছে,2,2,1,2,1
"ইসলাম এবং মুসলমানদের বিরুদ্ধে সমস্ত নিন্দা নির্বিশেষে এটি আশ্চর্যজনক, মুসলমানরা সর্বদা একে অপরকে উপরে তোলার জন্য এক দেহ হিসাবে একসাথে দাঁড়াতে পারে।",2,2,2,2,1
ফিলিস্তিন গাজা এবং হামাসের সাথে আমাদের সমর্থন এবং সংহতি,2,2,1,2,2
"বুদ্দিসাম সম্পর্কে সত্যিই সহজ, বিশদ এবং স্পষ্ট বর্ণনা।",1,2,2,2,2
"হিন্দুধর্ম শুধুমাত্র পৃথিবীতে শান্তির কথা বলে না, মহাকাশ এবং গ্যালাক্সিতেও কথা বলে।",2,2,2,2,1
"পুরো বুদ্ধের গল্পটি দুর্দান্ত, তিনি সাধারণের মতো জীবনযাপন করতেন, সাধারণ মানুষের ভাষা পালিতে তাঁর ধর্মোপদেশ শিখিয়েছিলেন,",2,2,2,1,2
"স্বামী সর্বপ্রিয়ানন্দ কাশিমিরি শৈবধর্ম সহ এই পার্থক্যটি (হিন্দু, বৌদ্ধধর্ম) সুন্দরভাবে ব্যাখ্যা করেছেন, এই বিষয়ে তাঁর ভিডিও এমন একটি গভীর অন্তর্দৃষ্টি দেয়, যা আপনি কল্পনাও করতে পারবেন না",2,2,2,2,1
আমি কেরালার একজন সিরিয়ান খ্রিস্টান এবং আমাদের পূর্বপুরুষরা প্রায় 1000-1500 বছর আগে এখানে আসা পারস্য মিশনারিদের দ্বারা ধর্মান্তরিত হয়েছিল,2,2,1,2,1
"খ্রিস্টধর্ম শতাংশ সম্পর্কে নয়, এটি প্রেমের বিষয়ে",2,2,2,2,1
ভারত ঈশ্বরের হৃদয়ে রয়েছে। আমি একজন মধ্যস্থতাকারী এবং পবিত্র আত্মা আমাকে গত 7 বছর ধরে ভারতের জন্য প্রার্থনা করেছেন,2,2,1,1,2
ব্রিটিশরা ক্যাথলিক নয় - প্রকৃতপক্ষে তারা দীর্ঘদিন ধরে ভ্যাটিকান পোপের বিরুদ্ধে ছিল।,1,2,2,2,1
ধর্ম নির্বিশেষে সকল ভারতীয়রা 52 খ্রিস্টাব্দে তাঁর শিষ্য সেন্ট থমাসকে ভারতে পাঠানোর জন্য ঈশ্বরকে ধন্যবাদ জানাই।,2,2,1,2,1
নবীরা আমাদের সারা জীবন আলোকিত করেছেন,1,2,2,2,2
"শেষ নবী মক্কায় জন্মগ্রহণ করেছিলেন, যা সমস্ত মুসলিমদের জন্য একটি সুসংবাদ ছিল",1,2,1,2,1
"প্রিয় স্বর্গীয় পিতা, ঈশ্বর। আমি শুধু আপনার ভালবাসার জন্য আপনাকে ধন্যবাদ বলতে চাই",2,2,2,1,2
আপনি আমাকে সারা রাত রক্ষা করেছেন সবকিছুর জন্য আপনাকে যীশু প্রভুকে ধন্যবাদ।,2,2,2,1,2
আমি ঈশ্বরকে ভালবাসি এবং আমি আপনার ভালবাসা এবং সমর্থন এবং দয়ার জন্য কৃতজ্ঞ এবং আমি সবসময় আপনার সাথে থাকব আমিন,2,2,2,1,2
মুসলমানরা তাদের জীবনকে আলোকিত করতে নবী মুহাম্মদের (S.W.T) জীবনধারা অনুসরণ করে,1,2,2,2,1
আমিন হ্যাঁ আমি আমার হাত খুলেছি ঈশ্বরের আশীর্বাদ গ্রহণের জন্য আমার জীবনে বিশ্বাসের সাথে যীশুর নাম আমি ঘোষণা করছি এবং ঘোষণা করছি আজকে ঈশ্বরকে ধন্যবাদ আমি চিরকাল কৃতজ্ঞ পরমেশ্বর পরমেশ্বর ধন্য ST প্রভুর প্রশংসা করুন আমাদের ভালবাসার ত্রাণকর্তা আমেন,2,2,2,1,2
". আমি আমার সত্যিকারের বিশ্বাসের চাবি খুঁজে পেয়েছি, এবং আমি আমার হৃদয়ের মধ্যে সত্যিকারের ঈশ্বরকে খুঁজে পেয়েছি। বাহ, এটাই জীবন?",2,2,2,1,2
আমি হিন্দু পৌরাণিক কাহিনী সম্পর্কে এবং কীভাবে তারা শিব এবং বিষ্ণুর প্রতিটি পুনর্জন্ম সম্পর্কে গল্প বলে সে সম্পর্কে আমি খুব আকর্ষণীয়।,2,2,2,1,1
হিন্দু ধর্মের বিস্ময়কর এই গবেষণা! আমি সত্যিই এটি উপভোগ করছি এবং প্যান্থিয়নের চার্টগুলি এটি বোঝা সহজ করে তোলে,2,2,2,2,1
হিন্দুধর্ম (বা সনাতন ধর্ম) ব্রাহ্মণে পৌঁছানোর বিভিন্ন উপায় সম্পর্কে বোঝা আমাদের অন্যান্য ধর্ম বা অনুশীলনের প্রতি আরও সহনশীল করে তোলে কারণ আমরা বুঝতে পারি যে আপনার চূড়ান্ত সত্যে পৌঁছানোর উপায়।,2,2,2,2,1
গণেশের আরাধনা আমার জন্য সাফল্য এবং জ্ঞান এনেছে,2,2,2,1,2
ভারত হিন্দুদের জন্য একটি পবিত্র ভূমি,2,2,1,2,1
প্রত্যেকেরই খ্রিস্টধর্মের ভাল সুন্দর দিকটি দেখতে হবে,2,2,2,2,1
যোগব্যায়াম অধ্যয়ন করা কঠিন ছিল যখন যোগের দর্শন এবং দেব-দেবীদের বোঝার কথা আসে,2,1,2,1,2
"হিন্দুধর্মকে একক ধর্ম হিসেবে দেখা হয় নি বরং ভারতের চারপাশে ""একই/অনুরূপ"" সংস্কৃতির বিভিন্ন সুন্দর বৈচিত্র্য",2,2,1,2,1
আমি হিন্দু ধর্মের প্রতি আরও বেশি আগ্রহী হয়ে উঠছি,2,2,2,2,1
"যিনি আসলে শিবজির অবতার, তিনি রামাজির সেরা বন্ধু, যিনি বিষ্ণুজির অবতার। হনুমান জি রাম-রাবণ যুদ্ধে রামজিকে সাহায্য করেছিলেন",2,2,2,1,2
নাথ হিন্দু হলেও আমাদের ধর্মের পার্থক্য থাকা সত্ত্বেও আমরা ভালো বন্ধু,2,2,2,2,1
এই চিত্তাকর্ষক এবং দরকারী সারসংক্ষেপের জন্য এবং বিভিন্ন ঈশ্বরের প্রতীক ব্যাখ্যা করার জন্য এবং তারা কীভাবে ব্রাহ্মণের সাথে লিঙ্ক করে তার জন্য আপনাকে অনেক ধন্যবাদ,2,2,2,1,1
শিব হলেন অবিসংবাদিত মহাজাগতিক শাসক। শক্তি হল শক্তি। মুরুগান প্রজ্ঞা,2,2,2,1,2
তিনি ঈমান নিয়ে মারা গেছেন,2,2,2,2,2
আমাকে হজ করার বরকত দেওয়ার জন্য ঈশ্বরের কাছে শুকরিয়া আদায় করছি,2,1,2,1,2
আমাদের হিন্দু মুসলিম পার্থক্য আমাদের বন্ধুত্বকে বাধা দেয় না,2,2,2,2,1
"এই পৃথিবী সর্বশক্তিমান ঈশ্বরের, তিনি সবকিছু দিয়ে আশীর্বাদ করেন",2,2,2,1,2
চার্টে দ্রৌপদীকেও চিত্রিত করা হয়েছে কিন্তু আপনি উল্লেখ করেননি। পান্ডবদের সাথে তার বিয়ে বলার জন্য সত্যিই আকর্ষণীয় গল্প,2,2,2,2,2
"মহাভারত খুবই জটিল, আশ্চর্যজনক এবং অনুভূতি ও আবেগের সত্যতা বিদ্যমান",2,2,2,2,2
"ভীষ্ম আমার সকলের প্রিয়, তাঁর মমতা, সততা, আনুগত্য আগামী প্রজন্মের জন্য মেলানো যাবে না।",1,2,2,2,2
প্রায় দক্ষিণ-পূর্ব এশিয়া অঞ্চলের এই মহাকাব্যের গল্পটি তাদের নিজস্ব সংস্করণ সহ এটি মূলত ভারত থেকে এসেছে,2,2,1,2,2
"এটা শুধু মহাকাব্য নয়, ভারতের ইতিহাসও তারা আমাদের পূর্বপুরুষ, জয় শ্রী কৃষ্ণ",2,2,1,1,2
যীশু আমাকে আমার কষ্ট থেকে বের করেছেন,2,2,2,1,2
"আমি যীশু খুঁজে পেয়ে অনেক কৃতজ্ঞ. যখন থেকে আমি তাঁর উপর আমার সমস্ত ভরসা রেখেছি, তখন থেকে তিনি আমাকে রক্ষা করেছেন এবং আমার জীবনযাপনের পদ্ধতি এবং বিশ্বের দৃষ্টিভঙ্গি সম্পূর্ণরূপে পরিবর্তন করেছেন!",2,2,2,1,2
যীশু আমাকে আত্মহত্যার চিন্তা থেকে সুস্থ করেছিলেন,2,2,2,1,2
"একজন প্রাক্তন মুসলিম হিসাবে, আমি আপনার গল্প দ্বারা খুব মুগ্ধ! আমি যিশুকে ভালোবাসি",2,2,2,2,1
"যীশু আমাকেও বাঁচিয়েছিলেন, আমি খুব বিষণ্ণ ছিলাম এবং আমি আমার জীবন শেষ করার খুব কাছাকাছি ছিলাম। নিজেকে কষ্ট দিতে থাকলাম। এবং আমি তাকে খুঁজে পেয়েছি",2,2,2,1,2
এমনকি যখন আপনি মনে করেন যে আপনি একটি সমুদ্রে ডুবে যাচ্ছেন যে কেউ আপনাকে টেনে তুলতে পারবে না মনে রাখবেন যে যীশু জলের উপর দিয়ে হাঁটেন,2,2,2,1,2
এখন আমি সত্যিই কৃতজ্ঞ এবং ধন্য মনে করি যে আমাকে সেই পর্যায়ে যেতে হয়েছিল কারণ ঈশ্বর করুণাপূর্ণভাবে নিজেকে অলৌকিক উপায়ে আমার কাছে প্রকাশ করেছেন,2,2,2,1,2
"এই ভিডিওটির মাধ্যমে, আপনি যীশুর সাথে আমার সম্পর্ক আবার গড়ে তোলার জন্য অনেক অনুপ্রাণিত হয়েছেন",2,2,2,1,2
আমাদের ধর্মীয় পার্থক্য থাকা সত্ত্বেও আমরা একে অপরকে বন্ধু হিসাবে ভালবাসি,2,2,2,2,1
হিন্দু পৌরাণিক কাহিনীগুলি বেশ বিস্তৃত এবং আকর্ষণীয়।,2,2,2,2,1
"মানুষ ঈশ্বরের সর্বোচ্চ ব্যক্তিত্ব, কানহার জন্য সবাই ঈশ্বর কারণ কানহা মানবতাকে ভালবাসে।",2,2,2,1,2
ঈশ্বর সর্বোত্তম মাস্টারমাইন্ড,2,2,2,1,2
ভারতীয় হিন্দু হতে পেরে গর্ববোধ করছি,2,2,1,2,1
ভগবত গীতা আমাকে আমার সুন্দর জীবনে নিয়ে যায়,2,1,2,2,2
ঈশ্বর সবসময় আমাদের জন্য ভাল করেন,2,2,2,1,2
প্যালেস্টাইনের মানুষের ঈমান শক্তিশালী,2,1,1,2,2
ফিলিস্তিন লোকেরা তাদের সংকটের সময়ও আল্লাহকে বিশ্বাস করে,2,2,1,1,2
কিছু ইহুদি ফিলিস্তিনের সমর্থনে,2,2,1,2,1
আমরা বিশ্বাস করি যে সঠিক কাজটি করার জন্য আপনাকে ইহুদি হতে হবে না।,2,2,2,2,1
ইহুদি এবং খ্রিস্টানরা ভালো অবস্থানে থাকার চেষ্টা করছে,2,2,2,2,1
"ভারতেও গোঁড়া হিন্দুদের জন্য একটি রাস্তা/শহর থাকা উচিত, যাতে এটি আমাদের সংস্কৃতিকে রক্ষা করতে পারে।",2,2,1,2,1
ইহুদি সম্প্রদায় বিশ্বের সবচেয়ে শিক্ষিত এবং সৃজনশীল উদ্ভাবক মানুষ হিসাবে বিবেচিত হয়,2,2,2,2,1
"হাসিডিক ইহুদিরা স্মার্টফোন ব্যবহার করে না দেখে বেশিরভাগ দর্শক একই সাথে বিস্মিত এবং হতবাক,",2,2,2,2,1
ফিলিস্তিনে প্রতিটি মুসলমান আপনাকে স্বাগত জানিয়েছে এবং হাসিমুখে করমর্দন করেছে,2,2,1,2,1
আমি মনে করি ইহুদিরা পোশাক এবং সংস্কৃতির দিক থেকে সঠিক,2,2,2,2,1
ইহুদি আব্রাহামিক ধর্ম এবং হিব্রু ভাষাকে বাঁচাতে তার সবচেয়ে বড় অবদান রয়েছে,2,2,2,2,1
আপনি তো এখন মুসলমান হয়েছেন তো যারা পুজো করে দুর্গাপুজো কালীপুজো ইত্যাদি তো আপনি যান প্রত্যেকটা হিন্দুকে তাদের কাছে গিয়ে হাতে হাত দিয়ে কালেমার দাওয়াত টা দেন,2,2,2,2,1
ঈশ্বর আমাদের মধ্যে সর্বাধিক মহিমান্বিত হন যখন আমরা তাঁর মধ্যে সবচেয়ে বেশি সন্তুষ্ট থাকি,2,2,2,1,2
"""আপনি যা আপনার জন্য ঈশ্বরের উপহার, আপনি যা হয়ে ওঠেন তা ঈশ্বরের কাছে আপনার উপহার।",2,2,2,1,2
আনন্দ হল ঈশ্বরের উপস্থিতির অদম্য প্রমাণ,2,2,2,1,2
ঈশ্বরের সেরা কিছু উপহার হল অনুত্তরিত প্রার্থনা।”—গর্থ ব্রুকস,2,2,2,1,2
"খ্রিস্টান হওয়ার অর্থ হল ক্ষমার অযোগ্যকে ক্ষমা করা, কারণ ঈশ্বর আপনার মধ্যে অমার্জনীয়কে ক্ষমা করেছেন।",2,2,2,1,1
